fighter_id,name,birthdate,aka,associations,class_weight,wins,losses,draws,wins_by_ko_tko,wins_by_submission,wins_by_decision,wins_by_other,losses_by_ko_tko,losses_by_submission,losses_by_decision,losses_by_other,country,city,weight (lbs),sex,height,height (cm)
81b38c4eed2f4ad0baef6248dec4a55c,Thales Leites,1981-09-06,,['Nova Uniao'],Middleweight,28,9,0,4,15,9,0,1,1,7,0,Brazil,"Niteroi, Rio de Janeiro",185.0,M,"6,1",185.42
93a17d6a71334a5685ca37719caad2b2,Rashad Evans,1979-09-25,Suga,['Kill Cliff FC'],Light Heavyweight,20,8,0,8,1,11,0,3,0,5,0,United States,"Niagara Falls, New York",205.0,M,"5,11",180.34
c163356820f24f8fbb64f5ec8e983af3,Hermes Franca,1974-08-26,,['Victory MMA'],Welterweight,26,20,1,8,15,3,0,10,0,10,0,Brazil,"Fortaleza, Ceara",170.0,M,"5,6",167.64
3f08ce32a6844485a239f17d77f23c47,Antonio Rodrigo Nogueira,1976-06-02,Minotauro,['Team Nogueira'],Heavyweight,34,10,1,3,21,10,0,3,2,5,0,Brazil,"Vitoria da Conquista, Bahia",240.0,M,"6,3",190.5
cc032273d5fc4f73a5286afd4e855114,Jason Gilliam,1972-10-31,,['Team Wolfpack'],Welterweight,15,9,0,10,5,0,0,2,7,0,0,United States,"Muncie, Indiana",169.0,M,"6,0",182.88
77340817bb5046a5b80655029722f933,Chris Lytle,1974-08-18,Lights Out,['Integrated Fighting Academy'],Welterweight,31,18,0,6,19,6,0,2,0,16,0,United States,"Indianapolis, Indiana",170.0,M,"5,11",180.34
e1a43cfc855642d4aba633d823db2b3d,Frankie Edgar,1981-10-16,The Answer,['Ricardo Almeida Jiu-Jitsu'],Bantamweight,24,11,0,7,4,13,0,5,0,6,0,United States,"Toms River, New Jersey",136.0,M,"5,6",167.64
af24e848d09e47278ed36fabf799c39b,Jens Pulver,1974-12-06,Little Evil,['Team Extreme'],Bantamweight,27,19,0,14,4,9,0,8,9,2,0,United States,"Crystal Lake, Illinois",135.0,M,"5,7",170.18
85ecfebafb034e8784c31bcac2ed42ab,Mike Nickels,1971-12-13,Big,['Colorado Brazilian Jiu-Jitsu'],Light Heavyweight,9,5,0,3,6,0,0,1,4,0,0,United States,"Denver, Colorado",204.0,M,"6,4",193.04
fc98fd8d814e49938366354ad137df0f,Heath Herring,1978-03-02,The Texas Crazy Horse,['Las Vegas Combat Club'],Heavyweight,28,16,1,10,13,4,1,5,1,10,0,United States,"Waco, Texas",250.0,M,"6,4",193.04
013d26f0439d4fa194226f5ca10a3e88,Manny Gamburyan,1981-05-08,The Anvil,"['Team Hayastan', 'Glendale Fighting Club']",Bantamweight,15,10,1,2,7,6,0,5,0,5,0,United States,"Los Angeles, California",135.0,M,"5,5",165.1
261fe8e6142344d184931f66cfbf7705,Brandon Melendez,1983-03-24,The Murderer,['Elite Performance'],Welterweight,25,25,0,10,12,3,0,8,13,2,2,United States,"Bountiful, Utah",170.0,M,"5,10",177.8
24cb26e1b3be4c7a88ebaf8e43bd3559,Andy Wang,1977-05-28,,['Grappling Unlimited'],Lightweight,8,9,1,2,1,5,0,2,0,7,0,United States,"Los Angeles, California",155.0,M,"5,6",167.64
b8cd6a40d98642d0bf479e9f70396659,Floyd Sword,,,['Team Four Corners'],Middleweight,12,3,0,4,7,1,0,1,1,1,0,United States,"Farmington, New Mexico",185.0,M,"5,11",180.34
1da0fa2fdbb24b679b95fc636195ad33,Douglas Evans,1980-10-10,,['AK Wolfpack'],Featherweight,13,10,0,2,8,3,0,3,4,3,0,United States,"Anchorage, Alaska",144.0,M,"5,9",175.26
6f60104a4b5544df88a382229b5a8e3c,Joe Lauzon,1984-05-22,J-Lau,['Lauzon MMA'],Lightweight,28,15,0,9,17,2,0,6,3,6,0,United States,"Bridgewater, Massachusetts",155.0,M,"5,10",177.8
60c2a567f8cf49f6862d72fef181e4b3,Hector Ramirez,1976-03-28,Sick Dog,[],Light Heavyweight,10,6,0,6,0,4,0,2,1,3,0,United States,"Orange County, California",205.0,M,"6,0",182.88
5aff7fbdd3af4e8b97ade48e3033036e,Rory Singer,1976-05-28,Outburst,['Hardcore Gym'],Middleweight,11,9,0,2,6,3,0,3,3,3,0,United States,"Athens, Georgia",185.0,M,"6,2",187.96
550c7b3e09264dab87d57a3160f0b776,Ed Herman,1980-10-02,Short Fuse,['American Top Team Portland'],Light Heavyweight,26,16,1,7,14,5,0,4,6,6,0,United States,"Portland, Oregon",205.0,M,"6,2",187.96
c04fa48089eb4c3ca4040c9676a3adba,Colin Robinson,1968-11-27,Big C,[],Heavyweight,10,12,0,6,3,1,0,5,5,2,0,Northern Ireland,Ballymena,243.0,M,"6,4",193.04
264b14e418374ea8980d632cd563583f,Eddie Sanchez,1982-04-11,The Manic Hispanic,['Kings MMA'],Heavyweight,15,8,0,11,2,2,0,5,1,2,0,United States,"San Diego, California",214.0,M,"6,3",190.5
ff66fcfe30694f239e093be9ba6c59d9,Steven Lynch,,,[],Welterweight,5,2,0,3,2,0,0,0,2,0,0,Northern Ireland,Antrim,170.0,M,"5,10",177.8
64f22880222a41e68807332385223735,Roan Carneiro,1978-06-02,Jucao,['American Top Team Atlanta'],Welterweight,21,13,0,3,9,9,0,4,3,6,0,Brazil,Rio de Janeiro,170.0,M,"5,11",180.34
eb40c4182b5b4e93ae4f35ac85c8ff8b,Drew McFedries,1978-07-27,The Massacre,['Champions Gym'],Middleweight,12,7,0,11,0,1,0,2,4,1,0,United States,"Bettendorf, Iowa",185.0,M,"6,0",182.88
88441db91c42422fb05b0fc9db7947dd,Scott Smith,1979-05-21,Hands of Steel,['Capital City Fighting Alliance'],Middleweight,18,11,1,15,3,0,0,5,4,2,0,United States,"Elk Grove, California",185.0,M,"6,0",182.88
a4310ee4d6354e808f1a99d767d50fe9,Jason Tan,,,[],Welterweight,5,3,0,1,2,2,0,2,0,1,0,England,Liverpool,170.0,M,"5,10",177.8
430ed86f6c8d4ce498ca773d8ff4e01d,Jordan Radev,1976-03-04,,['Sportcentrum KOPS'],Welterweight,23,5,0,5,5,12,1,2,0,3,0,Bulgaria,,170.0,M,"5,7",170.18
a5862dbec1b246b2b2f7de333936ed99,Jeff Cox,1968-08-02,,['Strong Style Fight Team'],Lightweight,10,7,0,4,5,1,0,4,3,0,0,United States,"Cleveland, Ohio",155.0,M,,
e32c297b6f0841dfa0da46ab04ea80c0,Pete Spratt,1971-01-09,The Secret Weapon,"['Team Spratt', 'RPBJJ']",Welterweight,25,24,0,17,5,3,0,4,16,4,0,United States,"San Antonio, Texas",170.0,M,"5,9",175.26
328d8e01c2454803b8c46b1cc5cca0b5,Chad Reiner,1981-06-29,The Grinder,['Premier Combat Center'],Welterweight,35,18,0,13,16,6,0,10,6,2,0,United States,"Omaha, Nebraska",170.0,M,"6,0",182.88
73a78d39f201406fb47af4f866d5ac57,Karo Parisyan,1982-08-28,The Heat,[],Welterweight,24,12,1,3,11,10,0,7,1,4,0,United States,"North Hollywood, California",169.0,M,"5,10",177.8
4fdff768e01640bcb8fc84d7c660399f,Luigi Fioravanti,1981-01-22,The Italian Tank,['Flawless MMA'],Middleweight,26,15,0,13,4,9,0,7,2,6,0,United States,"St. Louis, Missouri",183.0,M,"5,9",175.26
5ce5a958985c45f09b58eb173c4e6c09,Tamdan McCrory,1986-11-05,The Barn Cat,['CNY MMA'],Middleweight,14,5,0,8,5,1,0,2,2,1,0,United States,"Binghamton, New York",185.0,M,"6,4",193.04
1ddc0cc7fe5145d6b331e57de09ccb13,Ivan Salaverry,1971-01-11,,['Ivan Salaverry MMA'],Middleweight,14,9,0,5,5,4,0,4,1,3,1,United States,"Seattle, Washington",185.0,M,"6,0",182.88
52cd23013ba04ae88cc81ab9483a8769,James Irvin,1978-09-12,The Sandman,['Reign MMA'],Middleweight,17,10,2,12,3,1,1,5,4,1,0,United States,"Citrus Heights, California",185.0,M,"6,2",187.96
6301f8a0aa57418b962f00e9df22bc02,Carmelo Marrero,1981-01-26,The Fury,['American Top Team'],Heavyweight,16,6,1,3,7,6,0,0,2,4,0,United States,"Douglasville, Pennsylvania",255.0,M,"6,2",187.96
a2f4fc1becc1439b90958425aebf27e1,Andrei Arlovski,1979-02-04,The Pit Bull,['American Top Team'],Heavyweight,34,22,2,17,3,14,0,12,3,7,0,Belarus,Minsk,245.0,M,"6,4",193.04
234b99f77708433bb71a7bda1ac90ccb,Fabricio Werdum,1977-07-30,Vai Cavalo,"['Werdum Combat Team', 'Kings MMA']",Heavyweight,24,10,1,6,12,6,0,3,0,7,0,Brazil,"Porto Alegre, Rio Grande do Sul",246.0,M,"6,4",193.04
e0986b4595d64c3cbd14aacc5f1ff879,David Lee,,,['Team Crossface'],Featherweight,12,10,0,0,12,0,0,3,6,1,0,England,"London, Greater London",145.0,M,"5,11",180.34
ead6a1752caa4a2c85e35d3705a50884,Sean Salmon,1977-11-09,,[],Light Heavyweight,18,21,0,7,6,5,0,11,10,0,0,United States,"Columbus, Ohio",205.0,M,"5,10",177.8
a706cbe4ccba4387a785c8fe70e90f62,Wilson Gouveia,1978-10-03,,['American Top Team'],Heavyweight,14,8,0,7,6,1,0,6,0,2,0,United States,"Coral Pass, Florida",219.0,M,"6,2",187.96
f3559c425730423fa9a9dd69ac683f8b,Victor Valimaki,1981-12-17,The Finnisher,['Complete Fitness and Martial Arts'],Heavyweight,18,11,0,7,6,5,0,8,1,2,0,Canada,"Edmonton, Alberta",233.0,M,"6,0",182.88
6f936f43bc834da386320b47c3b71197,Matt Serra,1974-06-02,The Terror,['Serra-Longo Fight Team'],Welterweight,11,7,0,2,5,4,0,2,0,5,0,United States,"Long Island, New York",170.0,M,"5,6",167.64
a4a05cf663d2494d86d7af56db4987d5,Melvin Guillard,1983-03-30,The Young Assassin,['Genesis Training Center'],Welterweight,32,22,3,21,2,9,0,6,9,7,0,United States,"New Orleans, Louisiana",170.0,M,"5,9",175.26
9827cf6b86824cb0aba567c51013f2fe,Josh Haynes,1977-07-30,Bring the Pain,['Syndicate MMA'],Light Heavyweight,14,11,0,4,8,2,0,5,1,5,0,United States,"Medford, Oregon",205.0,M,"5,9",175.26
fd604520d1744c21a6680611dc427b60,Justin McCully,1976-02-18,The Insane One,['Team Punishment'],Heavyweight,11,5,0,1,6,4,0,0,4,1,0,United States,"Orange, California",235.0,M,"6,2",187.96
